Gender,What is your current level of study?,Which type of clothing do you prefer the most?,What do you usually  prefer  to wear for college use?,Does your college have a uniform policy?,How often you buy clothes ?,Which shopping method do you prefer?,what do you prefer in this for shopping ?,What price range do you prefer per clothing item?,What is your average spending ? (per year),Are discounts and offers important while purchasing clothes?,How confident are you while selecting clothes without assistance?,What is the main reason for regret ?,"Do you take opinions  before purchasing, if yes whose opinion?",What makes you trust a fashion brand or platform?,Which factor would make you buy a brand more frequently?,"Is there anything you would like to share about your fashion choices, shopping experience, or challenges you face while buying clothes?",average_spending,clean_feedback,cluster,feedback_sentiment
female,mbbs / medical,casual wear,casual wear,yes,on festival,online shopping,"more variety, convenience",above ₹2000,18210,yes,very confident,no regret,friends,reviews,better prices,,18210.0,,2,Neutral
female,m.tech / m.e,ethnic wear,formals,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,20631,yes,very confident,price not worth it,friends,reviews,better prices,,20631.0,,0,Neutral
male,m.tech / m.e,casual wear,mixed,yes,1-2 months,both,"better prices, try before buying",below ₹500,11355,sometimes,very confident,poor fit,friends,quality assurance,better quality,,11355.0,,2,Neutral
female,mba,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",below ₹500,23663,yes,very confident,poor fit,friends,reviews,better prices,,23663.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,yes,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,19379,yes,very confident,no regret,friends,reviews,better prices,,19379.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,17848,yes,very confident,quality issues,friends,reviews,better prices,,17848.0,,2,Neutral
female,b.tech / b.e,ethnic wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,29241,yes,very confident,price not worth it,friends,reviews,better prices,,29241.0,,1,Neutral
male,m.tech / m.e,formal wear,mixed,yes,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,11849,yes,very confident,poor fit,friends,quality assurance,better quality,,11849.0,,2,Neutral
male,mba,casual wear,formals,yes,1-2 months,both,"better prices, try before buying",below ₹500,16004,yes,very confident,no regret,friends,quality assurance,better quality,,16004.0,,2,Neutral
male,b.tech / b.e,formal wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,17097,yes,very confident,different from images,friends,quality assurance,better quality,,17097.0,,2,Neutral
female,mbbs / medical,casual wear,casual wear,yes,2-3 weeks,both,"better prices, try before buying",above ₹2000,15278,yes,very confident,quality issues,friends,reviews,better prices,,15278.0,,2,Neutral
male,diploma,formal wear,casual wear,yes,on festival,both,"better prices, try before buying",₹500 – ₹1000,14696,sometimes,very confident,no regret,friends,quality assurance,better quality,,14696.0,,2,Neutral
female,mba,casual wear,formals,yes,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,16251,yes,very confident,different from images,friends,reviews,better prices,,16251.0,,2,Neutral
female,post-graduate,casual wear,mixed,no,2-3 weeks,both,"better prices, try before buying",below ₹500,31810,yes,very confident,price not worth it,friends,reviews,better prices,,31810.0,,1,Neutral
female,post-graduate,casual wear,casual wear,yes,2-3 weeks,online shopping,"more variety, convenience",₹1001 – ₹2000,14182,yes,very confident,different from images,friends,reviews,better prices,,14182.0,,2,Neutral
male,b.tech / b.e,formal wear,casual wear,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,28983,yes,very confident,different from images,friends,quality assurance,better quality,,28983.0,,1,Neutral
male,m.tech / m.e,casual wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,14741,sometimes,very confident,quality issues,friends,quality assurance,better quality,,14741.0,,2,Neutral
female,b.tech / b.e,ethnic wear,jeans & t-shirts,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,26704,yes,very confident,poor fit,friends,reviews,better prices,,26704.0,,1,Neutral
female,diploma,casual wear,casual wear,yes,on festival,both,"better prices, try before buying",₹500 – ₹1000,14357,yes,very confident,quality issues,friends,reviews,better prices,,14357.0,,2,Neutral
female,b.tech / b.e,ethnic wear,casual wear,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,23279,yes,very confident,poor fit,friends,reviews,better prices,,23279.0,,0,Neutral
female,mba,casual wear,casual wear,yes,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,19547,yes,very confident,different from images,friends,reviews,better prices,,19547.0,,0,Neutral
female,m.tech / m.e,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",above ₹2000,24250,yes,very confident,quality issues,friends,reviews,better prices,,24250.0,,0,Neutral
female,b.tech / b.e,ethnic wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,17969,yes,very confident,quality issues,friends,reviews,better prices,,17969.0,,2,Neutral
female,b.tech / b.e,ethnic wear,jeans & t-shirts,yes,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,19996,yes,very confident,no regret,friends,reviews,better prices,,19996.0,,0,Neutral
female,mbbs / medical,casual wear,jeans & t-shirts,yes,on festival,both,"better prices, try before buying",below ₹500,15578,yes,very confident,quality issues,friends,reviews,better prices,,15578.0,,2,Neutral
female,b.tech / b.e,ethnic wear,casual wear,yes,1-2 months,both,"better prices, try before buying",above ₹2000,17456,yes,very confident,no regret,friends,reviews,better prices,,17456.0,,2,Neutral
female,m.tech / m.e,casual wear,formals,no,1-2 months,both,"better prices, try before buying",below ₹500,28357,yes,very confident,different from images,friends,reviews,better prices,,28357.0,,1,Neutral
female,mba,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,14987,yes,very confident,quality issues,friends,reviews,better prices,,14987.0,,2,Neutral
male,b.tech / b.e,formal wear,casual wear,no,1-2 months,both,"better prices, try before buying",above ₹2000,18784,sometimes,very confident,price not worth it,friends,quality assurance,better quality,,18784.0,,0,Neutral
female,b.tech / b.e,casual wear,formals,no,1-2 months,online shopping,"more variety, convenience",above ₹2000,25475,yes,very confident,different from images,friends,reviews,better prices,,25475.0,,1,Neutral
female,post-graduate,casual wear,formals,no,2-3 weeks,both,"better prices, try before buying",below ₹500,24629,yes,very confident,poor fit,friends,reviews,better prices,,24629.0,,1,Neutral
male,b.tech / b.e,casual wear,formals,no,1-2 months,both,"better prices, try before buying",above ₹2000,25570,yes,very confident,quality issues,friends,quality assurance,better quality,,25570.0,,1,Neutral
male,post-graduate,casual wear,casual wear,no,2-3 weeks,both,"better prices, try before buying",below ₹500,17834,sometimes,very confident,quality issues,friends,quality assurance,better quality,,17834.0,,2,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,31665,yes,very confident,quality issues,friends,reviews,better prices,,31665.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,20171,yes,very confident,quality issues,friends,reviews,better prices,,20171.0,,0,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,online shopping,"more variety, convenience",below ₹500,27215,yes,very confident,different from images,friends,reviews,better prices,,27215.0,,1,Neutral
female,post-graduate,casual wear,casual wear,no,2-3 weeks,online shopping,"more variety, convenience",below ₹500,26751,yes,very confident,quality issues,friends,reviews,better prices,,26751.0,,1,Neutral
female,mba,casual wear,mixed,no,1-2 months,both,"better prices, try before buying",below ₹500,21616,yes,very confident,no regret,friends,reviews,better prices,,21616.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",above ₹2000,21810,yes,very confident,price not worth it,friends,reviews,better prices,,21810.0,,0,Neutral
female,mba,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,18756,yes,very confident,no regret,friends,reviews,better prices,,18756.0,,0,Neutral
male,b.tech / b.e,formal wear,jeans & t-shirts,no,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,27650,sometimes,very confident,quality issues,friends,quality assurance,better quality,,27650.0,,1,Neutral
male,mba,casual wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",₹500 – ₹1000,12698,sometimes,very confident,different from images,friends,quality assurance,better quality,,12698.0,,2,Neutral
female,m.tech / m.e,casual wear,casual wear,yes,1-2 months,both,"better prices, try before buying",below ₹500,16627,yes,very confident,different from images,friends,reviews,better prices,,16627.0,,2,Neutral
male,m.tech / m.e,casual wear,jeans & t-shirts,yes,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,13129,yes,very confident,no regret,friends,quality assurance,better quality,,13129.0,,2,Neutral
male,diploma,casual wear,casual wear,no,on festival,both,"better prices, try before buying",below ₹500,17870,no,very confident,price not worth it,friends,quality assurance,better quality,,17870.0,,2,Neutral
female,post-graduate,casual wear,casual wear,no,2-3 weeks,online shopping,"more variety, convenience",₹1001 – ₹2000,28078,yes,very confident,quality issues,friends,reviews,better prices,,28078.0,,1,Neutral
female,m.tech / m.e,casual wear,formals,no,1-2 months,online shopping,"more variety, convenience",above ₹2000,29902,yes,very confident,price not worth it,friends,reviews,better prices,,29902.0,,1,Neutral
female,b.tech / b.e,casual wear,formals,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,23658,yes,very confident,no regret,friends,reviews,better prices,,23658.0,,0,Neutral
male,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,28882,sometimes,very confident,poor fit,friends,quality assurance,better quality,,28882.0,,1,Neutral
male,mbbs / medical,casual wear,jeans & t-shirts,yes,2-3 weeks,offline shopping,"better prices, try before buying",₹1001 – ₹2000,11455,sometimes,very confident,different from images,friends,quality assurance,better quality,,11455.0,,2,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,yes,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,17970,yes,very confident,price not worth it,friends,reviews,better prices,,17970.0,,2,Neutral
female,m.tech / m.e,ethnic wear,jeans & t-shirts,no,1-2 months,online shopping,"more variety, convenience",below ₹500,25378,yes,very confident,different from images,friends,reviews,better prices,,25378.0,,1,Neutral
female,diploma,ethnic wear,casual wear,no,on festival,online shopping,"more variety, convenience",below ₹500,25359,yes,very confident,quality issues,friends,reviews,better prices,,25359.0,,1,Neutral
male,post-graduate,casual wear,formals,no,2-3 weeks,both,"better prices, try before buying",below ₹500,22491,no,very confident,quality issues,friends,quality assurance,better quality,,22491.0,,0,Neutral
male,mba,casual wear,casual wear,yes,1-2 months,both,"better prices, try before buying",above ₹2000,12552,yes,very confident,no regret,friends,quality assurance,better quality,,12552.0,,2,Neutral
female,post-graduate,casual wear,casual wear,no,2-3 weeks,both,"better prices, try before buying",above ₹2000,28586,yes,very confident,poor fit,friends,reviews,better prices,,28586.0,,1,Neutral
female,mba,ethnic wear,casual wear,yes,1-2 months,both,"better prices, try before buying",above ₹2000,18329,yes,very confident,poor fit,friends,reviews,better prices,,18329.0,,2,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",below ₹500,23388,yes,very confident,price not worth it,friends,reviews,better prices,,23388.0,,0,Neutral
male,mba,formal wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,16011,no,very confident,price not worth it,friends,quality assurance,better quality,,16011.0,,2,Neutral
female,mbbs / medical,casual wear,casual wear,yes,on festival,both,"better prices, try before buying",above ₹2000,15901,yes,very confident,quality issues,friends,reviews,better prices,,15901.0,,2,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,28701,yes,very confident,price not worth it,friends,reviews,better prices,,28701.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,21451,yes,very confident,different from images,friends,reviews,better prices,,21451.0,,0,Neutral
female,m.tech / m.e,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",above ₹2000,15012,yes,very confident,quality issues,friends,reviews,better prices,,15012.0,,2,Neutral
male,m.tech / m.e,formal wear,formals,no,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,20789,sometimes,very confident,no regret,friends,quality assurance,better quality,,20789.0,,0,Neutral
female,post-graduate,casual wear,mixed,no,2-3 weeks,online shopping,"more variety, convenience",₹1001 – ₹2000,27126,yes,very confident,poor fit,friends,reviews,better prices,,27126.0,,1,Neutral
